Id,LotArea,1stFlrSF,2ndFlrSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,SalePrice
984,11250,1149,1141,2290,4,1,255900
985,10125,1302,432,1734,4,2,126000
986,10880,1164,0,1164,3,1,125000
987,5310,1001,634,1635,2,1,117000
988,10159,1940,0,1940,3,1,395192
989,12046,1118,912,2030,4,1,195000
990,8125,778,798,1576,3,1,197000
991,9452,1407,985,2392,3,1,348000
992,17671,916,826,1742,4,1,168000
993,9760,1020,831,1851,3,1,187000
994,8846,750,750,1500,3,1,173900
995,12456,1718,0,1718,3,1,337500
996,4712,774,456,1230,3,1,121600
997,10659,1050,0,1050,3,1,136500
998,11717,1442,0,1442,2,1,185000
999,9786,1077,0,1077,3,1,91000
1000,6762,1208,0,1208,2,1,206000
1001,10206,944,0,944,2,1,82000
1002,5400,691,0,691,2,1,86000
1003,11957,1574,0,1574,3,1,232000
1004,11500,1680,0,1680,4,2,136905
1005,3182,1504,0,1504,1,1,181000
1006,8385,985,0,985,3,1,149900
1007,12155,1657,0,1657,3,1,163500
1008,2217,546,546,1092,3,1,88000
1009,12118,1710,0,1710,3,1,240000
1010,6000,1008,0,1522,4,1,102000
1011,21286,720,551,1271,4,1,135000
1012,9825,1664,0,1664,4,2,100000
1013,10592,900,602,1502,3,1,165000
1014,7200,1022,0,1022,2,1,85000
1015,11664,1082,0,1082,2,1,119200
1016,8400,810,855,1665,3,1,227000
1017,11883,1504,0,1504,3,1,203000
1018,5814,1360,0,1360,1,1,187500
1019,10784,802,670,1472,3,1,160000
1020,3013,1506,0,1506,2,1,213490
1021,7024,1132,0,1132,2,1,176000
1022,7406,1220,0,1220,2,1,194000
1023,9439,912,336,1248,2,1,87000
1024,3182,1504,0,1504,2,1,191000
1026,7700,882,0,882,3,1,112500
1027,9300,1264,0,1264,3,1,167500
1028,9520,1646,0,1646,3,1,293077
1029,9492,968,408,1376,3,1,105000
1030,1680,672,546,1218,3,1,118000
1031,7082,948,980,1928,5,2,160000
1032,15863,1687,998,3082,5,1,197000
1033,14541,1352,1168,2520,5,1,310000
1034,8125,1654,0,1654,3,1,230000
1035,6305,954,0,954,2,1,119750
1036,11500,845,0,845,3,1,84000
1037,12898,1620,0,1620,2,1,315500
1038,9240,1055,1208,2263,3,1,287000
1039,1533,798,546,1344,3,1,97000
1040,1477,630,0,630,1,1,80000
1041,13125,1803,0,1803,3,1,155000
1042,9130,800,832,1632,4,1,173000
1043,5381,1306,0,1306,1,1,196000
1044,11839,1532,797,2329,4,1,262280
1045,9600,2524,0,2524,4,1,278000
1046,13680,1733,0,1733,4,1,139600
1047,16056,1992,876,2868,4,1,556581
1048,9245,990,0,990,3,1,145000
1049,21750,1771,0,1771,3,1,115000
1050,11100,930,0,930,2,1,84900
1051,8993,1302,0,1302,3,1,176485
1052,11175,1316,0,1316,3,1,200141
1053,9500,1127,850,1977,4,1,165000
1054,8562,1526,0,1526,4,1,144500
1055,11367,1091,898,1989,3,1,255000
1056,11361,1523,0,1523,3,1,180000
1057,7052,1364,0,1364,2,1,185850
1058,29959,979,871,1850,3,1,248000
1059,11308,1130,1054,2184,3,1,335000
1060,11275,1096,895,1991,3,1,220000
1061,4920,1338,0,1338,2,1,213500
1062,18000,894,0,894,2,1,81000
1063,13600,1422,915,2337,5,2,90000
1064,6000,1103,0,1103,2,1,110500
1065,11000,1154,0,1154,3,1,154000
1066,14000,1306,954,2260,3,1,328000
1067,7837,799,772,1571,3,1,178000
1068,9760,798,813,1611,4,1,167900
1069,3964,1291,1230,2521,5,1,151400
1070,9600,893,0,893,2,1,135000
1071,10152,1048,0,1048,3,1,135000
1072,11700,829,727,1556,4,1,154000
1073,7585,1002,454,1456,4,1,91500
1074,7950,698,728,1426,3,1,159500
1075,8556,1240,0,1240,2,1,194000
1076,13125,960,780,1740,3,1,219500
1077,10800,1096,370,1466,3,1,170000
1078,15870,1096,0,1096,3,1,138800
1079,4435,848,0,848,1,1,155900
1080,8775,990,0,990,3,1,126000
1081,11040,1258,0,1258,3,1,145000
1082,7500,1040,0,1040,3,1,133000
1083,8749,1459,0,1459,3,1,192000
1084,8800,1251,0,1251,3,1,160000
1085,13031,691,807,1498,3,1,187500
1086,9069,996,0,996,2,1,147000
1087,1974,546,546,1092,3,1,83500
1088,10574,1082,871,1953,3,1,252000
1089,2522,970,739,1709,3,1,137500
1090,3316,1247,0,1247,1,1,197000
1091,8544,1040,0,1040,2,2,92900
1092,2160,624,628,1252,2,1,160000
1093,8400,1390,304,1694,4,1,136500
1094,9230,1200,0,1200,1,1,146000
1095,5868,936,0,936,2,1,129000
1096,9317,1314,0,1314,3,1,176432
1097,6882,773,582,1355,3,1,127000
1098,3696,1088,0,1088,2,1,170000
1099,6000,757,567,1324,3,1,128000
1100,11880,1601,0,1601,3,1,157000
1101,8400,438,0,438,1,1,60000
1102,9758,950,0,950,3,1,119500
1103,7000,1134,0,1134,2,1,135000
1104,8910,1194,0,1194,3,1,159500
1105,2016,630,672,1302,3,1,106000
1106,12256,1500,1122,2622,3,1,325000
1107,10357,1442,0,1442,3,1,179900
1108,23257,887,1134,2021,3,1,274725
1109,8063,948,742,1690,3,1,181000
1110,11362,1836,0,1836,3,1,280000
1111,8000,773,885,1658,3,1,188000
1112,10480,1098,866,1964,4,1,205000
1113,7100,816,0,816,2,1,129900
1114,8923,1008,0,1008,2,1,134500
1115,5400,833,0,833,2,1,117000
1116,12085,1734,0,1734,3,1,318000
1117,7750,779,640,1419,3,1,184100
1118,9764,894,0,894,3,1,130000
1119,13825,1021,580,1601,3,1,140000
1120,7560,1040,0,1040,3,1,133700
1121,8263,1012,0,1012,2,1,118400
1122,10084,1552,0,1552,3,1,212900
1123,8926,960,0,960,3,1,112000
1124,9405,698,0,698,2,1,118000
1125,9125,812,670,1482,3,1,163900
1126,10434,1005,0,1005,2,1,115000
1127,3684,1555,0,1555,2,1,174000
1128,14572,1530,0,1530,3,1,259000
1129,11796,847,1112,1959,4,1,215000
1130,7200,936,0,936,2,1,140000
1131,7804,1328,653,1981,4,1,135000
1132,10712,974,0,974,3,1,93500
1133,9900,1178,1032,2210,5,1,117500
1134,9828,1142,878,2020,3,1,239500
1135,8773,916,684,1600,3,1,169000
1136,6180,986,0,986,2,1,102000
1137,9600,1032,220,1252,3,1,119000
1138,6342,780,240,1020,2,1,94000
1139,9819,1567,0,1567,2,1,196000
1140,8731,1167,0,1167,3,1,144000
1141,7350,952,0,952,2,1,139000
1142,10304,1088,780,1868,4,1,197500
1143,9965,1466,1362,2828,4,1,424870
1144,9000,1006,0,1006,3,1,80000
1145,12180,672,252,924,2,1,80000
1146,6240,1042,534,1576,3,1,149000
1147,11200,1298,0,1298,3,1,180000
1148,12000,860,704,1564,3,1,174500
1149,5700,572,539,1111,2,1,116900
1150,9000,832,650,1482,3,1,143000
1151,8280,932,0,932,2,1,124000
1152,17755,1466,0,1466,3,1,149900
1153,14115,1811,0,1811,2,1,230000
1154,5890,816,0,816,2,1,120500
1155,13700,902,918,1820,4,1,201800
1156,10768,1437,0,1437,3,1,218000
1157,9350,1265,0,1265,3,1,179900
1158,5001,1314,0,1314,2,1,230000
1159,11932,1580,0,1580,3,1,235128
1160,9120,943,933,1876,4,1,185000
1161,2280,855,601,1456,3,1,146000
1162,14778,1640,0,1640,3,1,224000
1163,8724,894,0,894,3,1,129000
1164,12900,1258,0,1258,0,2,108959
1165,16157,1432,0,1432,2,1,194000
1166,9541,1502,0,1502,3,1,233170
1167,10475,1694,0,1694,3,1,245350
1168,10852,959,712,1671,3,1,173000
1169,13728,1236,872,2108,4,1,235000
1170,35760,1831,1796,3627,4,1,625000
1171,9880,1118,0,1118,3,1,171000
1172,9120,1261,0,1261,3,1,163000
1173,4017,625,625,1250,2,1,171900
1174,18030,1636,971,3086,3,1,200500
1175,16560,1170,1175,2345,4,1,239000
1176,10678,2129,743,2872,4,1,285000
1177,6951,923,0,923,3,1,119500
1178,3950,818,406,1224,3,1,115000
1179,7681,820,523,1343,3,1,154900
1180,8335,1124,0,1124,3,1,93000
1181,11170,1298,1216,2514,4,1,250000
1182,5587,1652,0,1652,2,1,392500
1184,10800,1130,0,1130,2,1,120000
1185,35133,1572,0,1572,3,1,186700
1186,9738,949,272,1221,4,1,104900
1187,10615,1014,685,1699,3,2,95000
1188,12461,1624,0,1624,2,1,262000
1189,8935,831,829,1660,3,1,195000
1190,7500,1028,776,1804,3,1,189000
1191,32463,1622,0,1622,3,1,168000
1192,2645,764,677,1441,2,1,174000
1193,9600,842,630,1472,3,1,125000
1194,4500,1224,0,1224,2,1,165000
1195,9364,663,689,1352,4,1,158000
1196,8029,728,728,1456,3,1,176000
1197,14054,879,984,1863,4,1,219210
1198,8850,815,875,1690,3,1,144000
1199,9100,1212,0,1212,3,1,178000
1200,11235,1382,0,1382,3,1,148000
1201,9353,864,0,864,3,1,116050
1202,10400,866,913,1779,3,1,197900
1203,6000,884,464,1348,3,1,117000
1204,9750,1630,0,1630,3,1,213000
1205,10140,1074,0,1074,3,1,153500
1206,14684,2196,0,2196,3,1,271900
1207,8900,1056,0,1056,2,1,107000
1208,9135,1700,0,1700,3,1,200000
1209,7763,1283,0,1283,3,1,140000
1210,10182,1660,0,1660,3,1,290000
1211,11218,1055,790,1845,3,1,189000
1212,12134,1080,672,1752,4,1,164000
1213,9340,672,0,672,2,1,113000
1214,10246,960,0,960,0,1,145000
1215,10205,999,0,999,3,1,134500
1216,7094,894,0,894,3,1,125000
1217,8930,1318,584,1902,4,2,112000
1218,8640,1314,0,1314,3,1,229456
1219,6240,672,240,912,2,1,80500
1220,1680,672,546,1218,3,1,91500
1221,7800,912,0,912,2,1,115000
1222,8250,1211,0,1211,3,1,134000
1223,10496,1168,678,1846,3,1,143000
1224,10680,2136,0,2136,4,1,137900
1225,15384,788,702,1490,3,1,184000
1226,10482,1138,0,1138,3,1,145000
1227,14598,894,1039,1933,4,1,214000
1228,8872,912,0,912,2,1,147000
1229,8769,1702,0,1702,1,1,367294
1230,7910,1507,0,1507,4,1,127000
1231,18890,1361,1259,2620,4,2,190000
1232,7728,1190,0,1190,3,1,132500
1233,9842,1224,0,1224,2,2,101800
1234,12160,1188,0,1188,3,1,142000
1235,8525,1024,940,1964,4,1,130000
1236,13132,892,892,1784,4,1,138887
1237,2628,764,862,1626,2,1,175500
1238,12393,847,1101,1948,4,1,195000
1239,13072,1141,0,1141,3,1,142500
1240,9037,1484,0,1484,2,1,265900
1241,8158,884,884,1768,3,1,224900
1242,9849,1689,0,1689,3,1,248328
1243,10625,1173,0,1173,3,1,170000
1244,13891,2076,0,2076,2,1,465000
1245,11435,792,725,1517,3,1,230000
1246,12090,1140,728,1868,3,1,178000
1247,8125,756,797,1553,3,1,186500
1248,12328,1034,0,1034,3,1,169900
1249,9600,1134,924,2058,3,1,129500
1250,7200,988,0,988,3,1,119000
1251,11160,2110,0,2110,3,1,244000
1252,3136,1405,0,1405,2,1,171750
1253,9858,874,0,874,3,1,130000
1254,17542,1516,651,2167,3,1,294000
1255,6931,760,896,1656,3,1,165400
1256,6240,959,408,1367,3,1,127500
1257,14303,1987,0,1987,2,1,301500
1258,4060,864,0,864,2,1,99900
1259,9587,1166,0,1166,2,1,190000
1260,9750,1054,0,1054,3,1,151000
1261,24682,892,783,1675,3,1,181000
1262,9600,1050,0,1050,2,1,128900
1263,11250,1104,684,1788,5,1,161500
1264,13515,1060,764,1824,3,1,180500
1265,4060,1337,0,1337,2,1,181000
1266,3735,713,739,1452,3,1,183900
1267,10120,964,925,1889,4,2,122000
1268,13214,2018,0,2018,3,1,378500
1269,14100,1968,1479,3447,4,1,381000
1270,11344,874,650,1524,3,1,144000
1271,23595,1332,192,1524,0,1,260000
1272,9156,1489,0,1489,3,1,185750
1273,13526,935,0,935,3,1,137000
1274,11512,1357,0,1357,2,1,177000
1275,5362,661,589,1250,3,1,139000
1276,11345,928,992,1920,4,2,137000
1277,12936,735,660,1395,3,1,162000
1278,17871,1724,0,1724,3,1,197900
1279,9473,1128,903,2031,3,1,237000
1280,7500,698,430,1128,2,1,68400
1281,9808,1573,0,1573,3,1,227000
1282,8049,1339,0,1339,2,1,180000
1283,8800,1040,0,1040,3,1,150500
1284,9400,912,912,1824,4,2,139000
1285,9638,1699,748,2447,4,1,169000
1286,6000,825,587,1412,4,1,132500
1287,9790,1328,0,1328,3,1,143000
1288,36500,1582,0,1582,4,1,190000
1289,5664,1659,0,1659,2,1,278000
1290,11065,1120,850,1970,3,1,281000
1291,14112,1152,0,1152,3,1,180500
1292,1680,630,672,1302,3,1,119500
1293,6600,1378,994,2372,4,2,107500
1294,10140,832,832,1664,4,1,162900
1295,8172,864,0,864,2,1,115000
1296,8400,1052,0,1052,3,1,138500
1297,8700,1128,0,1128,3,1,155000
1298,3675,1072,0,1072,2,1,140000
1300,7500,1246,0,1246,3,1,154000
1301,10762,1005,978,1983,3,1,225000
1302,7500,753,741,1494,3,1,177500
1303,10120,1203,1323,2526,4,1,290000
1304,8688,1616,0,1616,3,1,232000
1305,3363,976,732,1708,3,1,130000
1306,13173,1652,0,1652,2,1,325000
1307,6955,1368,0,1368,2,1,202500
1308,8072,990,0,990,3,1,138000
1309,12000,1122,0,1122,2,1,147000
1310,7153,1294,0,1294,3,1,179200
1311,17500,1902,0,1902,3,1,335000
1312,8814,1274,0,1274,3,1,203000
1313,9572,1453,1357,2810,4,1,302000
1314,14774,1422,1177,2599,4,1,333168
1315,8190,948,0,948,3,1,119000
1316,11075,1092,1020,2112,4,1,206900
1317,10226,1630,0,1630,3,1,295493
1318,4230,1352,0,1352,2,1,208900
1319,14781,1787,0,1787,3,1,275000
1320,10215,948,0,948,3,1,111000
1321,8400,1478,0,1478,3,1,156500
1322,6627,720,0,720,2,1,72500
1323,10186,1061,862,1923,3,1,190000
1324,5330,708,0,708,2,1,82500
1325,9986,1795,0,1795,2,1,147000
1326,3636,796,0,796,2,1,55000
1327,4270,774,0,774,3,1,79000
1328,6600,816,0,816,3,1,130500
1329,10440,1584,1208,2792,5,1,256000
1330,9084,955,677,1632,3,1,176500
1331,10000,1588,0,1588,3,1,227000
1332,10780,954,0,954,3,1,132500
1333,8877,816,0,816,2,1,100000
1334,7200,803,557,1360,2,1,125500
1335,2368,765,600,1365,3,1,125000
1336,9650,1334,0,1334,2,1,167900
1337,9246,1656,0,1656,4,2,135000
1338,4118,693,0,693,2,1,52500
1339,13450,920,941,1861,3,1,200000
1340,9560,864,0,864,3,1,128500
1341,8294,872,0,872,3,1,123000
1342,13695,1114,0,1114,3,1,155000
1343,9375,1284,885,2169,3,1,228500
1344,7558,1172,741,1913,3,1,177000
1345,11103,728,728,1456,3,1,155835
1346,6000,960,0,960,2,1,108500
1347,20781,2156,0,2156,3,1,262500
1348,15306,1776,0,1776,3,1,283463
1349,16196,1494,0,1494,3,1,215000
1350,5250,938,1215,2358,4,1,122000
1351,11643,1338,1296,2634,6,2,200000
1352,9247,858,858,1716,4,1,171000
1353,6000,786,390,1176,2,1,134900
1354,14720,2053,1185,3238,4,1,410000
1355,10316,992,873,1865,3,1,235000
1356,10192,1222,698,1920,4,1,170000
1357,9477,892,0,892,3,1,110000
1358,12537,1078,0,1078,3,1,149900
1359,2117,769,804,1573,3,1,177500
1360,16737,1980,0,1980,3,1,315000
1361,9842,990,1611,2601,4,1,189000
1362,16158,1530,0,1530,3,1,260000
1363,12513,1281,457,1738,4,1,104900
1364,8499,616,796,1412,3,1,156932
1365,3180,520,600,1200,2,1,144152
1366,7500,814,860,1674,3,1,216000
1367,9179,882,908,1790,3,1,193000
1368,2665,925,550,1475,4,1,127000
1369,4435,848,0,848,1,1,144000
1370,10635,1668,0,1668,3,1,232000
1371,5400,840,534,1374,2,1,105000
1372,9600,1661,0,1661,3,1,165500
1373,9750,1108,989,2097,3,1,274300
1374,11400,2633,0,2633,2,1,466500
1375,10625,1026,932,1958,3,1,250000
1376,10991,1571,0,1571,3,1,239000
1377,6292,790,0,790,2,1,91000
1378,10998,984,620,1604,3,1,117000
1379,1953,483,504,987,2,1,83000
1380,9735,754,640,1394,3,1,167500
1381,8212,864,0,864,2,1,58500
1382,12925,2117,0,2117,4,1,237500
1383,7200,998,764,1762,4,1,157000
1384,25339,1416,0,1416,3,1,112000
1385,9060,698,560,1258,2,1,105000
1386,5436,796,358,1154,3,1,125500
1387,16692,1392,1392,2784,5,1,250000
1388,8520,1664,862,2526,5,1,136000
1389,14892,1746,0,1746,3,1,377500
1390,6000,869,349,1218,3,1,131000
1391,9100,1525,0,1525,3,1,235000
1392,8944,1584,0,1584,4,2,124000
1393,7838,900,0,900,3,1,123000
1394,10800,1221,691,1912,3,2,163000
1395,4045,1500,0,1500,2,1,246578
1396,12665,1133,1349,2482,4,1,281213
1397,57200,1687,0,1687,3,1,160000
1398,6120,939,574,1513,4,1,137500
1399,7200,1136,768,1904,3,1,138000
1400,6171,1160,448,1608,3,1,137450
1401,6000,950,208,1158,3,1,120000
1402,7415,864,729,1593,3,1,193000
1403,6762,1294,0,1294,2,1,193879
1404,15256,1464,0,1464,3,1,282922
1405,10410,694,520,1214,3,1,105000
1406,3842,1646,0,1646,2,1,275000
1407,8445,768,0,768,2,1,133000
1408,8780,833,0,833,3,1,112000
1409,7740,741,622,1363,3,1,125500
1410,20544,1236,857,2093,3,1,215000
1411,12420,944,896,1840,3,1,230000
1412,9600,1112,556,1668,3,1,140000
1413,7200,1040,0,1040,2,2,90000
1414,10994,1844,0,1844,2,1,257000
1415,13053,1053,795,1848,4,1,207000
1416,3635,1569,0,1569,1,1,175900
1417,11340,1246,1044,2290,4,2,122500
1418,16545,1310,1140,2450,3,1,340000
1419,9204,1144,0,1144,3,1,124000
1420,16381,1844,0,1844,3,1,223000
1421,11700,708,708,1416,3,1,179900
1422,4043,1069,0,1069,2,1,127500
1423,4435,848,0,848,1,1,136500
1424,19690,1575,626,2201,4,1,274970
1425,9503,1344,0,1344,2,1,144000
1426,10721,1252,0,1252,3,1,142000
1427,10944,1223,904,2127,3,1,271000
1428,10930,1048,510,1558,3,1,140000
1429,7200,804,0,804,2,1,119000
1430,12546,1440,0,1440,3,1,182900
1431,21930,734,1104,1838,4,1,192140
1432,4928,958,0,958,2,1,143750
1433,10800,968,0,968,4,1,64500
1434,10261,962,830,1792,3,1,186500
1435,17400,1126,0,1126,3,1,160000
1436,8400,1537,0,1537,3,1,174000
1437,9000,864,0,864,3,1,120500
1438,12444,1932,0,1932,2,1,394617
1439,7407,1236,0,1236,2,1,149700
1440,11584,1040,685,1725,3,1,197000
1441,11526,1423,748,2555,3,1,191000
1442,4426,848,0,848,1,1,149300
1443,11003,1026,981,2007,3,1,310000
1444,8854,952,0,952,2,1,121000
1445,8500,1422,0,1422,3,1,179600
1446,8400,913,0,913,3,1,129000
1447,26142,1188,0,1188,3,1,157900
1448,10000,1220,870,2090,3,1,240000
1449,11767,796,550,1346,2,1,112000
1450,1533,630,0,630,1,1,92000
1451,9000,896,896,1792,4,2,136000
1452,9262,1578,0,1578,3,1,287090
1453,3675,1072,0,1072,2,1,145000
1454,17217,1140,0,1140,3,1,84500
1455,7500,1221,0,1221,2,1,185000
1456,7917,953,694,1647,3,1,175000
1457,13175,2073,0,2073,3,1,210000
1458,9042,1188,1152,2340,4,1,266500
1459,9717,1078,0,1078,2,1,142125
1460,9937,1256,0,1256,3,1,147500
